"stem","sentiment"
"disastr","-1"
"disavow","-1"
"disbelief","-1"
"discharg","-1"
"disclaim","-1"
"discomfort","-1"
"disconcert","-1"
"discont","-1"
"discord","-1"
"discourag","-1"
"discredit","-1"
"discrep","-1"
"discrimin","-1"
"disdain","-1"
"diseas","-1"
"disgrac","-1"
"disguis","-1"
"disgust","-1"
"dishearten","-1"
"dishonest","-1"
"dishonor","-1"
"disingenu","-1"
"disinterest","-1"
"dislik","-1"
"dismal","-1"
"dismiss","-1"
"disobedi","-1"
"disord","-1"
"disorgan","-1"
"dispel","-1"
"dispens","-1"
"displac","-1"
"displeas","-1"
"displeasur","-1"
"dispos","-1"
"disproportion","-1"
"disprov","-1"
"disput","-1"
"disregard","-1"
"disrupt","-1"
"dissatisfact","-1"
"dissatisfi","-1"
"dissent","-1"
"dissolut","-1"
"distort","-1"
"distract","-1"
"distress","-1"
"distrust","-1"
"disturb","-1"
"divers","-1"
"divert","-1"
"divid","-1"
"divis","-1"
"divorc","-1"
"dizzi","-1"
"doldrum","-1"
"doom","-1"
"doomsday","-1"
"dope","-1"
"doubl","-1"
"doubt","-1"
"downcast","-1"
"downfal","-1"
"downheart","-1"
"drab","-1"
"drag","-1"
"dread","-1"
"dreari","-1"
"drive","-1"
"droop","-1"
"drop","-1"
"drought","-1"
"drown","-1"
"drowsi","-1"
"drunk","-1"
"drunkard","-1"
"drunken","-1"
"dubious","-1"
"dull","-1"
"dumb","-1"
"dump","-1"
"dunc","-1"
"dungeon","-1"
"duti","-1"
"dwindl","-1"
"die","-1"
"eccentr","-1"
"edg","-1"
"egotist","-1"
"elimin","-1"
"embarrass","-1"
"emerg","-1"
"empti","-1"
"encroach","-1"
"endang","-1"
"enemi","-1"
"enforc","-1"
"engulf","-1"
"enrag","-1"
"enslav","-1"
"entangl","-1"
"entreat","-1"
"envious","-1"
"envi","-1"
"epidem","-1"
"epithet","-1"
"equivoc","-1"
"erad","-1"
"eras","-1"
"erod","-1"
"eros","-1"
"err","-1"
"erron","-1"
"error","-1"
"esoter","-1"
"estrang","-1"
"evad","-1"
"evas","-1"
"evict","-1"
"evil","-1"
"exagger","-1"
"exasper","-1"
"except","-1"
"excess","-1"
"exclud","-1"
"exclus","-1"
"excommun","-1"
"execut","-1"
"exempt","-1"
"exhaust","-1"
"exil","-1"
"exit","-1"
"expedi","-1"
"expel","-1"
"expens","-1"
"explod","-1"
"exploit","-1"
"explos","-1"
"expos","-1"
"extermin","-1"
"extinct","-1"
"extinguish","-1"
"fabric","-1"
"fail","-1"
"failur","-1"
"faint","-1"
"fake","-1"
"fall","-1"
"fallaci","-1"
"fallout","-1"
"falso","-1"
"falsehood","-1"
"falter","-1"
"famin","-1"
"famish","-1"
"fanat","-1"
"farc","-1"
"fascist","-1"
"fat","-1"
"fatal","-1"
"fatalist","-1"
"fatigu","-1"
"fault","-1"
"fear","-1"
"fearsom","-1"
"fed","-1"
"feebl","-1"
"feign","-1"
"feint","-1"
"feroci","-1"
"feroc","-1"
"feud","-1"
"feudal","-1"
"fever","-1"
"feverish","-1"
"fiasco","-1"
"fickl","-1"
"fidget","-1"
"fiend","-1"
"fierc","-1"
"fight","-1"
"fighter","-1"
"filth","-1"
"filthi","-1"
"fire","-1"
"fist","-1"
"fix","-1"
"flagrant","-1"
"flaw","-1"
"fled","-1"
"flee","-1"
"fleet","-1"
"flimsi","-1"
"floor","-1"
"flounder","-1"
"foe","-1"
"foibl","-1"
"fool","-1"
"foolish","-1"
"forbid","-1"
"forbidden","-1"
"forc","-1"
"forebod","-1"
"foreign","-1"
"forfeit","-1"
"forget","-1"
"forlorn","-1"
"formid","-1"
"forsak","-1"
"fought","-1"
"founder","-1"
"fractur","-1"
"fragil","-1"
"frantic","-1"
"fraud","-1"
"fraudul","-1"
"fraught","-1"
"freak","-1"
"fret","-1"
"frighten","-1"
"fright","-1"
"frigid","-1"
"frivol","-1"
"front","-1"
"frown","-1"
"fruitless","-1"
"frustrat","-1"
"fugit","-1"
"fumbl","-1"
"furious","-1"
"furi","-1"
"fuss","-1"
"fussi","-1"
"futil","-1"
"gall","-1"
"gambl","-1"
"gash","-1"
"gaudi","-1"
"germ","-1"
"get","-1"
"ghast","-1"
"ghetto","-1"
"glare","-1"
"gloat","-1"
"gloom","-1"
"gloomi","-1"
"glum","-1"
"goddamn","-1"
"grab","-1"
"grappl","-1"
"gratuit","-1"
"grave","-1"
"grief","-1"
"grievanc","-1"
"griev","-1"
"grim","-1"
"grizzli","-1"
"grotesqu","-1"
"growl","-1"
"grudg","-1"
"gruff","-1"
"grumbl","-1"
"guerrilla","-1"
"guilt","-1"
"guilti","-1"
"guis","-1"
"gullibl","-1"
"gun","-1"
"gunmen","-1"
"hack","-1"
"hackney","-1"
"hag","-1"
"haggard","-1"
"hamper","-1"
"handicap","-1"
"hang","-1"
"haphazard","-1"
"hapless","-1"
"harass","-1"
"hard","-1"
"hardship","-1"
"harm","-1"
"harsh","-1"
"hassl","-1"
"hate","-1"
"hater","-1"
"hatr","-1"
"haughti","-1"
"haunt","-1"
"havoc","-1"
"hazard","-1"
"hazi","-1"
"headach","-1"
"heartless","-1"
"hectic","-1"
"hedg","-1"
"hedonist","-1"
"heedless","-1"
"heinous","-1"
"hell","-1"
"helpless","-1"
"hideous","-1"
"hinder","-1"
"hindranc","-1"
"hoard","-1"
"hobbl","-1"
"hole","-1"
"hollow","-1"
"hopeless","-1"
"hord","-1"
"horn","-1"
"horribl","-1"
"horrid","-1"
"horrifi","-1"
"horror","-1"
"hostil","-1"
"hot","-1"
"humili","-1"
"hung","-1"
"hunger","-1"
"hungri","-1"
"hunt","-1"
"hunter","-1"
"hurt","-1"
"hustl","-1"
"hustler","-1"
"hypocrisi","-1"
"hypocrit","-1"
"hysteria","-1"
"hyster","-1"
"idiot","-1"
"idl","-1"
"ignobl","-1"
"ignor","-1"
"ill","-1"
"illeg","-1"
"illiter","-1"
"illog","-1"
"immatur","-1"
"immobl","-1"
"immor","-1"
"immov","-1"
"impair","-1"
"impass","-1"
"impati","-1"
"imped","-1"
"impedi","-1"
"imperfect","-1"
"imperson","-1"
"impetu","-1"
"implic","-1"
"implor","-1"
"impos","-1"
"imprecis","-1"
"imprison","-1"
"improp","-1"
"impuls","-1"
"impur","-1"
"inabl","-1"
"inaccess","-1"
"inaccuraci","-1"
"inadequ","-1"
"inan","-1"
"incap","-1"
"incess","-1"
"incompat","-1"
"incompet","-1"
"inconsist","-1"
"inconveni","-1"
"incorrect","-1"
"incred","-1"
"incur","-1"
"indec","-1"
"indefinit","-1"
"indetermin","-1"
"indict","-1"
"indiffer","-1"
"indign","-1"
"ineffect","-1"
"ineffectu","-1"
"ineffici","-1"
"inequ","-1"
"inexact","-1"
"inexplic","-1"
"infam","-1"
"infect","-1"
"inferior","-1"
"infest","-1"
"infiltr","-1"
"inflam","-1"
"inflat","-1"
"inflict","-1"
"infract","-1"
"infring","-1"
"infuri","-1"
"ingratitud","-1"
"inhibit","-1"
"inhuman","-1"
"injunct","-1"
"injur","-1"
"injuri","-1"
"insan","-1"
"insecur","-1"
"insens","-1"
"insidi","-1"
"insignific","-1"
"insinu","-1"
"insol","-1"
"instabl","-1"
"insuffici","-1"
"insult","-1"
"interfer","-1"
"interrupt","-1"
"intervent","-1"
"intimid","-1"
"intoler","-1"
"intox","-1"
"intrud","-1"
"intrus","-1"
"inund","-1"
"invad","-1"
"invalid","-1"
"invis","-1"
"involuntari","-1"
"involv","-1"
"irk","-1"
"iron","-1"
"ironi","-1"
"irrat","-1"
"irregular","-1"
"irrespons","-1"
"irrit","-1"
"isol","-1"
"jail","-1"
"jar","-1"
"jeer","-1"
"jeopard","-1"
"jeopardi","-1"
"jerk","-1"
"jitteri","-1"
"jobless","-1"
"jumpi","-1"
"junk","-1"
"kick","-1"
"kidnap","-1"
"kill","-1"
"killer","-1"
"knife","-1"
"knock","-1"
"lack","-1"
"lag","-1"
"laid","-1"
"lame","-1"
"lament","-1"
"languish","-1"
"laps","-1"
"lawless","-1"
"lay","-1"
"lazili","-1"
"lazi","-1"
"leak","-1"
"leakag","-1"
"let","-1"
"liabil","-1"
"liabl","-1"
"liar","-1"
"lie","-1"
"lifeless","-1"
"limit","-1"
"limp","-1"
"liquid","-1"
"litter","-1"
"load","-1"
"lone","-1"
"loneli","-1"
"loner","-1"
"lonesom","-1"
"loom","-1"
"lose","-1"
"loser","-1"
"loss","-1"
"lost","-1"
"loveless","-1"
"low","-1"
"lower","-1"
"lowli","-1"
"ludicr","-1"
"lull","-1"
"lunat","-1"
"lure","-1"
"lurk","-1"
"mad","-1"
"madman","-1"
"maladjust","-1"
"maladi","-1"
"malic","-1"
"malici","-1"
"malign","-1"
"mangl","-1"
"manipul","-1"
"manslaught","-1"
"mar","-1"
"margin","-1"
"massacr","-1"
"meager","-1"
"mean","-1"
"meaningless","-1"
"meddl","-1"
"mediocr","-1"
"meek","-1"
"melancholi","-1"
"melodramat","-1"
"menac","-1"
"menial","-1"
"merciless","-1"
"mess","-1"
"mine","-1"
"misbehav","-1"
"misbehavior","-1"
"mischief","-1"
"mischiev","-1"
"miser","-1"
"miseri","-1"
"misfortun","-1"
"mishandl","-1"
"mishap","-1"
"misinform","-1"
"mislead","-1"
"misrepres","-1"
"miss","-1"
"mistak","-1"
"mistaken","-1"
"mistrust","-1"
"misunderstand","-1"
"misunderstood","-1"
"misus","-1"
"mix","-1"
"moan","-1"
"mock","-1"
"mockeri","-1"
"molest","-1"
"monoton","-1"
"monotoni","-1"
"monster","-1"
"monstrous","-1"
"moodi","-1"
"mortifi","-1"
"motionless","-1"
"motley","-1"
"mourn","-1"
"mourner","-1"
"muddl","-1"
"muddi","-1"
"mumbl","-1"
"mundan","-1"
"murder","-1"
"murki","-1"
"mutter","-1"
"myself>","-1"
"nag","-1"
"naiv","-1"
"nasti","-1"
"naughti","-1"
"nebul","-1"
"need","-1"
"needl","-1"
"needi","-1"
"negat","-1"
"neglect","-1"
"neglig","-1"
"nervous","-1"
"neurot","-1"
"neutral","-1"
"nightmar","-1"
"nix","-1"
"nois","-1"
"nonchal","-1"
"nonsens","-1"
"nosey","-1"
"notori","-1"
"novic","-1"
"nuisanc","-1"
"nullif","-1"
"nullifi","-1"
"numb","-1"
"nut","-1"
"obliqu","-1"
"obliter","-1"
"obnoxi","-1"
"obscur","-1"
"obsolet","-1"
"obstacl","-1"
"obstin","-1"
"obstruct","-1"
"odd","-1"
"odditi","-1"
"offend","-1"
"offens","-1"
"omin","-1"
"omiss","-1"
"omit","-1"
"opinion","-1"
"oppon","-1"
"oppos","-1"
"opposit","-1"
"oppress","-1"
"ordeal","-1"
"orphan","-1"
"ostrac","-1"
"oust","-1"
"outbreak","-1"
"outburst","-1"
"outcast","-1"
"outcri","-1"
"outlaw","-1"
"outrag","-1"
"outsid","-1"
"overbear","-1"
"overflow","-1"
"overlook","-1"
"overpow","-1"
"overrun","-1"
"oversight","-1"
"overthrow","-1"
"overturn","-1"
"overwhelm","-1"
"overwork","-1"
"owe","-1"
"pain","-1"
"paltri","-1"
"pandemonium","-1"
"panic","-1"
"paralysi","-1"
"paralyz","-1"
"paranoid","-1"
"parasit","-1"
"partit","-1"
"pathet","-1"
"peculiar","-1"
"peril","-1"
"perish","-1"
"perplex","-1"
"persecut","-1"
"perturb","-1"
"pervers","-1"
"pervert","-1"
"pessim","-1"
"pessimist","-1"
"pest","-1"
"petti","-1"
"phobia","-1"
"pick","-1"
"piec","-1"
"pinch","-1"
"piti","-1"
"pitiless","-1"
"plagu","-1"
"plaintiff","-1"
"plight","-1"
"plod","-1"
"plot","-1"
"point","-1"
"pointless","-1"
"poison","-1"
"pollut","-1"
"pompous","-1"
"poor","-1"
"pound","-1"
"pout","-1"
"poverti","-1"
"powerless","-1"
"precari","-1"
"precipit","-1"
"predica","-1"
"prejudic","-1"
"prejudici","-1"
"preposter","-1"
"press","-1"
"presumptu","-1"
"pretend","-1"
"pretens","-1"
"pretenti","-1"
"prison","-1"
"problem","-1"
"procrastin","-1"
"prod","-1"
"prohibit","-1"
"propaganda","-1"
"protest","-1"
"provoc","-1"
"provok","-1"
"prowl","-1"
"pri","-1"
"punch","-1"
"punish","-1"
"puni","-1"
"push","-1"
"puzzlement","-1"
"qualm","-1"
"quandari","-1"
"quarrel","-1"
"quarrelsom","-1"
"queer","-1"
"question","-1"
"quibbl","-1"
"quit","-1"
"quitter","-1"
"race","-1"
"radic","-1"
"rage","-1"
"raid","-1"
"rais","-1"
"rambl","-1"
"rampant","-1"
"rascal","-1"
"rash","-1"
"rat","-1"
"rattl","-1"
"ravag","-1"
"reactionari","-1"
"reactiv","-1"
"rebel","-1"
"rebellion","-1"
"rebelli","-1"
"rebuff","-1"
"rebuk","-1"
"rebut","-1"
"recalcitr","-1"
"reced","-1"
"recess","-1"
"reckless","-1"
"recoil","-1"
"redund","-1"
"refrain","-1"
"refuge","-1"
"refus","-1"
"regardless","-1"
"regress","-1"
"regret","-1"
"regrett","-1"
"reject","-1"
"relaps","-1"
"reluct","-1"
"remors","-1"
"renounc","-1"
"renunci","-1"
"repeal","-1"
"reprehens","-1"
"repress","-1"
"reproach","-1"
"repudi","-1"
"repugn","-1"
"repuls","-1"
"resent","-1"
"resign","-1"
"restless","-1"
"restrict","-1"
"retali","-1"
"retard","-1"
"retir","-1"
"retreat","-1"
"reveng","-1"
"revert","-1"
"revok","-1"
"revolt","-1"
"revolut","-1"
"rid","-1"
"ride","-1"
"ridicul","-1"
"rigid","-1"
"rigor","-1"
"rip","-1"
"riski","-1"
"rival","-1"
"rivalri","-1"
"robber","-1"
"robberi","-1"
"rogu","-1"
"root","-1"
"rot","-1"
"rotten","-1"
"rough","-1"
"roundabout","-1"
"rubbish","-1"
"rude","-1"
"rue","-1"
"ruffian","-1"
"ruin","-1"
"ruinous","-1"
"rumor","-1"
"rumpl","-1"
"run","-1"
"runaway","-1"
"ruptur","-1"
"rusti","-1"
"ruthless","-1"
"sabotag","-1"
"sad","-1"
"sag","-1"
"sank","-1"
"sap","-1"
"sarcasm","-1"
"sarcast","-1"
"savag","-1"
"scald","-1"
"scandal","-1"
"scapegoat","-1"
"scar","-1"
"scarciti","-1"
"scare","-1"
"scari","-1"
"scheme","-1"
"scoff","-1"
"scold","-1"
"scorch","-1"
"scorn","-1"
"scoundrel","-1"
"scowl","-1"
"scrape","-1"
"scream","-1"
"screech","-1"
"screw","-1"
"scrutin","-1"
"scuffl","-1"
"scum","-1"
"seced","-1"
"secess","-1"
"secreci","-1"
"secret","-1"
"sedentari","-1"
"seeth","-1"
"segreg","-1"
"seiz","-1"
"selfish","-1"
"senil","-1"
"senseless","-1"
"sentenc","-1"
"sequest","-1"
"serv","-1"
"servic","-1"
"servitud","-1"
"sever","-1"
"shabbi","-1"
"shadow","-1"
"shadi","-1"
"shaggi","-1"
"shake","-1"
"shallow","-1"
"shame","-1"
"shameless","-1"
"shark","-1"
"shell","-1"
"shipwreck","-1"
"shirk","-1"
"shiver","-1"
"shock","-1"
"shoddi","-1"
"shoot","-1"
"short","-1"
"shortag","-1"
"shortcom","-1"
"shortsight","-1"
"shot","-1"
"shove","-1"
"show","-1"
"shred","-1"
"shrew","-1"
"shriek","-1"
"shrill","-1"
"shrivel","-1"
"shroud","-1"
"shrug","-1"
"shun","-1"
"shyness","-1"
"sick","-1"
"sieg","-1"
"silli","-1"
"simplist","-1"
"sin","-1"
"sinist","-1"
"skeptic","-1"
"sketchi","-1"
"skirmish","-1"
"skulk","-1"
"slam","-1"
"slander","-1"
"slap","-1"
"slash","-1"
"slaughter","-1"
"slayer","-1"
"sleazi","-1"
"sleepless","-1"
"slight","-1"
"slime","-1"
"sloppi","-1"
"sloth","-1"
"slug","-1"
"sluggish","-1"
"slump","-1"
"sli","-1"
"smack","-1"
"smash","-1"
"smear","-1"
"smother","-1"
"smuggl","-1"
"snare","-1"
"snarl","-1"
"snatch","-1"
"sneak","-1"
"sneer","-1"
"snore","-1"
"sob","-1"
"somber","-1"
"sore","-1"
"sorrow","-1"
"sorri","-1"
"sort","-1"
"sour","-1"
"spank","-1"
"spear","-1"
"spill","-1"
"spinster","-1"
"spite","-1"
"split","-1"
"spoil","-1"
"spot","-1"
"sprain","-1"
"sputter","-1"
"squander","-1"
"stab","-1"
"stagnant","-1"
"stain","-1"
"stale","-1"
"stalem","-1"
"stammer","-1"
"stamp","-1"
"standstil","-1"
"stark","-1"
"startl","-1"
"starvat","-1"
"starv","-1"
"static","-1"
"steal","-1"
"stern","-1"
"stick","-1"
"stifl","-1"
"stigma","-1"
"sting","-1"
"stink","-1"
"stole","-1"
"stolen","-1"
"storm","-1"
"stormi","-1"
"straggl","-1"
"straggler","-1"
"strain","-1"
"strangl","-1"
"stray","-1"
"stress","-1"
"stricken","-1"
"strict","-1"
"strife","-1"
"strike","-1"
"stringent","-1"
"struck","-1"
"struggl","-1"
"stubborn","-1"
"studi","-1"
"stuffi","-1"
"stunt","-1"
"stupid","-1"
"stupor","-1"
"subject","-1"
"subjug","-1"
"submiss","-1"
"subservi","-1"
"substitut","-1"
"subtract","-1"
"subvers","-1"
"subvert","-1"
"succumb","-1"
"sucker","-1"
"suffer","-1"
"suffoc","-1"
"sullen","-1"
"sunder","-1"
"superfici","-1"
"superflu","-1"
"superstit","-1"
"superstiti","-1"
"suppress","-1"
"suscept","-1"
"suspect","-1"
"suspend","-1"
"suspens","-1"
"suspicion","-1"
"suspici","-1"
"swear","-1"
"swore","-1"
"symptom","-1"
"taboo","-1"
"taint","-1"
"tamper","-1"
"tantrum","-1"
"tardi","-1"
"tariff","-1"
"tatter","-1"
"taunt","-1"
"tax","-1"
"tear","-1"
"teas","-1"
"tedious","-1"
"tempest","-1"
"temporarili","-1"
"temptat","-1"
"tens","-1"
"tension","-1"
"terribl","-1"
"terrifi","-1"
"terror","-1"
"theft","-1"
"thief","-1"
"thirst","-1"
"thirsti","-1"
"thorni","-1"
"thoughtless","-1"
"thrash","-1"
"threat","-1"
"threaten","-1"
"throw","-1"
"thud","-1"
"thwart","-1"
"timid","-1"
"tire","-1"
"tiresom","-1"
"toil","-1"
"too","-1"
"toppl","-1"
"torment","-1"
"torrent","-1"
"tortur","-1"
"touchi","-1"
"tragedi","-1"
"tragic","-1"
"traitor","-1"
"tramp","-1"
"trampl","-1"
"transgress","-1"
"trap","-1"
"trauma","-1"
"traumat","-1"
"treacher","-1"
"treacheri","-1"
"treason","-1"
"trespass","-1"
"trick","-1"
"trivial","-1"
"troubl","-1"
"troublesom","-1"
"truant","-1"
"trudg","-1"
"tri","-1"
"turbul","-1"
"turmoil","-1"
"turn","-1"
"twitch","-1"
"tyranni","-1"
"ugli","-1"
"ultimatum","-1"
"unaccustom","-1"
"unarm","-1"
"unattract","-1"
"unauthent","-1"
"unavoid","-1"
"unbear","-1"
"unbeliev","-1"
"uncivil","-1"
"unclean","-1"
"unclear","-1"
"uncomfort","-1"
"uncouth","-1"
"undepend","-1"
"undermin","-1"
"underworld","-1"
"undesir","-1"
"undid","-1"
"undignifi","-1"
"undo","-1"
"undon","-1"
"undu","-1"
"uneasi","-1"
"uneconom","-1"
"unemploy","-1"
"unequ","-1"
"uneven","-1"
"unexpect","-1"
"unfair","-1"
"unfaith","-1"
"unfamiliar","-1"
"unfavor","-1"
"unfeel","-1"
"unfit","-1"
"unforeseen","-1"
"unfortun","-1"
"unfriend","-1"
"ungrat","-1"
"unguard","-1"
"unhappi","-1"
"unhealthi","-1"
"unimport","-1"
"uninform","-1"
"unjust","-1"
"unjustifi","-1"
"unkind","-1"
"unlaw","-1"
"unlucki","-1"
"unmov","-1"
"unnatur","-1"
"unnecessari","-1"
"unnerv","-1"
"unnot","-1"
"unobserv","-1"
"unpleas","-1"
"unpopular","-1"
"unprofit","-1"
"unqualifi","-1"
"unreason","-1"
"unreli","-1"
"unrest","-1"
"unruli","-1"
"unsaf","-1"
"unsatisfactori","-1"
"unscrupul","-1"
"unseen","-1"
"unsettl","-1"
"unsound","-1"
"unspeak","-1"
"unstabl","-1"
"unsteadi","-1"
"unsuccess","-1"
"untim","-1"
"untrain","-1"
"untru","-1"
"untrustworthi","-1"
"untruth","-1"
"unwil","-1"
"unwilling","-1"
"unwis","-1"
"unworthi","-1"
"upheav","-1"
"upris","-1"
"uproar","-1"
"uproot","-1"
"upset","-1"
"useless","-1"
"usurp","-1"
"utter","-1"
"vagabond","-1"
"vagrant","-1"
"vagu","-1"
"vain","-1"
"vanish","-1"
"vaniti","-1"
"vehement","-1"
"vengeanc","-1"
"venom","-1"
"veto","-1"
"vex","-1"
"vexat","-1"
"vice","-1"
"vicious","-1"
"vie","-1"
"vile","-1"
"villain","-1"
"violat","-1"
"violenc","-1"
"violent","-1"
"viper","-1"
"void","-1"
"volatil","-1"
"vomit","-1"
"vulgar","-1"
"wail","-1"
"wait","-1"
"wallow","-1"
"wane","-1"
"wanton","-1"
"war","-1"
"warfar","-1"
"warlik","-1"
"warp","-1"
"wari","-1"
"wast","-1"
"wayward","-1"
"weaken","-1"
"wear","-1"
"weari","-1"
"wearisom","-1"
"wee","-1"
"weed","-1"
"weep","-1"
"weird","-1"
"wench","-1"
"whack","-1"
"whimper","-1"
"whine","-1"
"whip","-1"
"wick","-1"
"wicked","-1"
"wild","-1"
"wilt","-1"
"wili","-1"
"winc","-1"
"witchcraft","-1"
"withheld","-1"
"withhold","-1"
"woe","-1"
"woeful","-1"
"worn","-1"
"worrier","-1"
"worri","-1"
"wors","-1"
"worsen","-1"
"worst","-1"
"worthless","-1"
"wound","-1"
"wrath","-1"
"wreck","-1"
"wrestl","-1"
"wretch","-1"
"wretched","-1"
"wrinkl","-1"
"writh","-1"
"wrong","-1"
"wrought","-1"
"yawn","-1"
"yearn","-1"
"yelp","-1"
